symbol,expiration_date,strike_price,type,underlying_ticker,exercise_style,primary_exchange,delta,gamma,theta,vega,rho
O:AAPL260417P00215000,2026-04-17,215.0,put,AAPL,american,BATO,-3.2245065522023296e-18,3.097611395563197e-19,-7.757039356464949e-18,1.2476609921559156e-16,-9.571382017068757e-18
O:AAPL260417P00220000,2026-04-17,220.0,put,AAPL,american,BATO,-1.3990855080831092e-17,1.3182696406043493e-18,-3.298669758535822e-17,5.309748053229903e-16,-4.1541706205064616e-17
O:AAPL260417P00225000,2026-04-17,225.0,put,AAPL,american,BATO,-5.714566321852724e-17,5.281682570502522e-18,-1.3205862077334593e-16,2.127364757762863e-15,-1.69728153082416e-16
O:AAPL260417P00230000,2026-04-17,230.0,put,AAPL,american,BATO,-2.204441667751791e-16,1.998691395435695e-17,-4.993375176020138e-16,8.050361943446417e-15,-6.549402387812478e-16
O:AAPL260417P00235000,2026-04-17,235.0,put,AAPL,american,BATO,-8.055749246199939e-16,7.165340070273413e-17,-1.7886820534262916e-15,2.8860674111726144e-14,-2.3941063739188788e-15
O:AAPL260417P00240000,2026-04-17,240.0,put,AAPL,american,BATO,-2.7965827360559275e-15,2.4404200302753234e-16,-6.086988309961925e-15,9.82956377488688e-14,-8.313840211507866e-15
O:AAPL260417P00245000,2026-04-17,245.0,put,AAPL,american,BATO,-9.247008880717547e-15,7.917049105818688e-16,-1.9730413320902024e-14,3.188842007897154e-13,-2.749881001045243e-14
O:AAPL260417P00250000,2026-04-17,250.0,put,AAPL,american,BATO,-2.919353561887968e-14,2.452392371032458e-15,-6.10647974112993e-14,9.87778616510946e-13,-8.684406543143009e-14
O:AAPL260417P00255000,2026-04-17,255.0,put,AAPL,american,BATO,-8.820090044147956e-14,7.269935407825125e-15,-1.8086416948312417e-13,2.9281964925711305e-12,-2.6246389410922413e-13
O:AAPL260417P00260000,2026-04-17,260.0,put,AAPL,american,BATO,-2.5555502861856543e-13,2.0668380220200768e-14,-5.137384654703521e-13,8.324844042324704e-12,-7.607227929919268e-13
O:AAPL260417P00265000,2026-04-17,265.0,put,AAPL,american,BATO,-7.115174949986942e-13,5.646502117460239e-14,-1.402236113949893e-12,2.2743073725037217e-11,-2.1187292247368432e-12
O:AAPL260417P00270000,2026-04-17,270.0,put,AAPL,american,BATO,-1.907156893353565e-12,1.4851042986994948e-13,-3.684653768353201e-12,5.981727422053011e-11,-5.681024723125495e-12
O:AAPL260417P00275000,2026-04-17,275.0,put,AAPL,american,BATO,-4.929995825103145e-12,3.767001506199828e-13,-9.337387204409554e-12,1.5172790374576923e-10,-1.4690608358139028e-11
O:AAPL260417P00280000,2026-04-17,280.0,put,AAPL,american,BATO,-1.2310598722297688e-11,9.230105130389938e-13,-2.285691026206013e-11,3.717716864413817e-10,-3.669678769591018e-11
O:AAPL260417P00285000,2026-04-17,285.0,put,AAPL,american,BATO,-2.9740938508648556e-11,2.1880507098244728e-12,-5.413033218854049e-11,8.81306649186932e-10,-8.868740480141076e-11
O:AAPL260417P00290000,2026-04-17,290.0,put,AAPL,american,BATO,-6.961515961716122e-11,5.025465918838784e-12,-1.2420036495413226e-10,2.0241653950928e-09,-2.0766932509383696e-10
O:AAPL260417P00295000,2026-04-17,295.0,put,AAPL,american,BATO,-1.580959665062346e-10,1.119838090256038e-11,-2.764747363596878e-10,4.51050220419532e-09,-4.717951880285456e-10
O:AAPL260417P00300000,2026-04-17,300.0,put,AAPL,american,BATO,-3.487913990907079e-10,2.424107750451224e-11,-5.978550421120279e-10,9.763860906997087e-09,-1.0412756316332035e-09
O:AAPL260417P00305000,2026-04-17,305.0,put,AAPL,american,BATO,-7.484580196203512e-10,5.103789358659642e-11,-1.25739051256685e-09,2.055712638486831e-08,-2.2353098566601346e-09
O:AAPL260417P00310000,2026-04-17,310.0,put,AAPL,american,BATO,-1.5639585855213753e-09,1.0463447954213742e-10,-2.5749868853376147e-09,4.214484707353848e-08,-4.672713052919759e-09
O:AAPL260417P00315000,2026-04-17,315.0,put,AAPL,american,BATO,-3.1857476441697777e-09,2.0910675768535416e-10,-5.140198944767451e-09,8.422436240191475e-08,-9.522086907371973e-09
O:AAPL260417P00320000,2026-04-17,320.0,put,AAPL,american,BATO,-6.332462958025276e-09,4.077716997917482e-10,-1.0012189410772705e-08,1.642429532200167e-07,-1.8935368895071893e-08
O:AAPL260417P00325000,2026-04-17,325.0,put,AAPL,american,BATO,-1.2295107341207137e-08,7.766812771402086e-10,-1.9047717144388474e-08,3.1283295710160886e-07,-3.678047411580606e-08
O:AAPL260417P00330000,2026-04-17,330.0,put,AAPL,american,BATO,-2.3339499132481083e-08,1.446252994959976e-09,-3.5425829123612624e-08,5.82524150442103e-07,-6.98496240383815e-08
O:AAPL260417P00340000,2026-04-17,340.0,put,AAPL,american,BATO,-7.886994753732955e-08,4.7018452757862505e-09,-1.1488305931575482e-07,1.89381694235551e-06,-2.3624934548381261e-07
O:AAPL260417P00350000,2026-04-17,350.0,put,AAPL,american,BATO,-2.4595370814864487e-07,1.410237679057384e-08,-3.436653598722195e-07,5.680178425055432e-06,-7.374201856748945e-07
O:AAPL260417P00360000,2026-04-17,360.0,put,AAPL,american,BATO,-7.119782672208887e-07,3.925078631467674e-08,-9.53864751702743e-07,1.5809496009219568e-05,-2.13672223291201e-06
O:AAPL260417P00370000,2026-04-17,370.0,put,AAPL,american,BATO,-1.9233707424842183e-06,1.019131390774398e-07,-2.4694354002356116e-06,4.104874110329254e-05,-5.778062399523234e-06
O:AAPL260417P00380000,2026-04-17,380.0,put,AAPL,american,BATO,-4.872401820543811e-06,2.4803950483052194e-07,-5.991640760796622e-06,9.990575807345403e-05,-1.4652765385650415e-05
O:AAPL260417P00390000,2026-04-17,390.0,put,AAPL,american,BATO,-1.162576494987815e-05,5.683512770165787e-07,-1.3684257510388816e-05,0.00022892145838282544,-3.5000638110597914e-05
O:AAPL260417P00400000,2026-04-17,400.0,put,AAPL,american,BATO,-2.6232958755713918e-05,1.2309733920176354e-06,-2.9535724072920505e-05,0.0004958134793157342,-7.906815810617305e-05
O:AAPL260417P00410000,2026-04-17,410.0,put,AAPL,american,BATO,-5.61851764904317e-05,2.5292918298919015e-06,-6.046439915206216e-05,0.0010187523065206903,-0.00016955064828239118
O:AAPL260417P00420000,2026-04-17,420.0,put,AAPL,american,BATO,-0.00011460792084204816,4.9467278890104645e-06,-0.00011779294031027726,0.0019924511624564165,-0.00034629058044067027
O:AAPL260417P00430000,2026-04-17,430.0,put,AAPL,american,BATO,-0.00022334571141816733,9.237143697529446e-06,-0.0002190424352932784,0.0037205518700162673,-0.0006757384465391758
O:AAPL260417P00440000,2026-04-17,440.0,put,AAPL,american,BATO,-0.0004170196161351976,1.651517641961736e-05,-0.00038988907647204477,0.006652009812090516,-0.0012634581218970312
O:AAPL260417P00450000,2026-04-17,450.0,put,AAPL,american,BATO,-0.0007480002569162532,2.8345480295383743e-05,-0.0006660006723303917,0.011417038986597737,-0.0022695499322419634
O:AAPL260515C00005000,2026-05-15,5.0,call,AAPL,american,BATO,1.0,6.62398422333181e-248,-0.0006676088211358858,3.1378590783335357e-245,0.02496856991048213
O:AAPL260515C00010000,2026-05-15,10.0,call,AAPL,american,BATO,1.0,5.578488397878926e-184,-0.0013352176422717717,2.6425954338789267e-181,0.04993713982096426
O:AAPL260515C00015000,2026-05-15,15.0,call,AAPL,american,BATO,1.0,4.618786644612992e-151,-0.0020028264634076574,2.1879734484625105e-148,0.07490570973144639
O:AAPL260515C00020000,2026-05-15,20.0,call,AAPL,american,BATO,1.0,1.0388722840100073e-129,-0.0026704352845435433,4.921259951265745e-127,0.09987427964192852
O:AAPL260515C00025000,2026-05-15,25.0,call,AAPL,american,BATO,1.0,2.710946036167308e-114,-0.0033380441056794293,1.2842069581773804e-111,0.12484284955241065
O:AAPL260515C00030000,2026-05-15,30.0,call,AAPL,american,BATO,1.0,1.93443837345265e-102,-0.004005652926815315,9.163661637711449e-100,0.14981141946289278
O:AAPL260515C00035000,2026-05-15,35.0,call,AAPL,american,BATO,1.0,6.127984127615517e-93,-0.004673261747951201,2.9028980109874504e-90,0.1747799893733749
O:AAPL260515C00040000,2026-05-15,40.0,call,AAPL,american,BATO,1.0,4.278151565752384e-85,-0.005340870569087087,2.026610613261797e-82,0.19974855928385704
O:AAPL260515C00045000,2026-05-15,45.0,call,AAPL,american,BATO,1.0,1.7892397439774898e-78,-0.006008479390222973,8.47583868660084e-76,0.22471712919433917
O:AAPL260515C00050000,2026-05-15,50.0,call,AAPL,american,BATO,1.0,8.699332434011652e-73,-0.0066760882113588585,4.1209758859864144e-70,0.2496856991048213
O:AAPL260515C00060000,2026-05-15,60.0,call,AAPL,american,BATO,1.0,1.7915555430407343e-63,-0.00801130585363063,8.486808898589877e-61,0.29962283892578556
O:AAPL260515C00070000,2026-05-15,70.0,call,AAPL,american,BATO,1.0,4.0431139788021383e-56,-0.009346523495902401,1.9152705494730473e-53,0.3495599787467498
O:AAPL260515C00080000,2026-05-15,80.0,call,AAPL,american,BATO,1.0,3.895817053347352e-50,-0.010681741138174173,1.845494266926825e-47,0.3994971185677141
O:AAPL260515C00085000,2026-05-15,85.0,call,AAPL,american,BATO,1.0,1.5455007444372032e-47,-0.01134934995931006,7.321218435910201e-45,0.4244656884781962
O:AAPL260515C00090000,2026-05-15,90.0,call,AAPL,american,BATO,1.0,3.7267073197283735e-45,-0.012016958780445945,1.765385001116411e-42,0.44943425838867834
O:AAPL260515C00095000,2026-05-15,95.0,call,AAPL,american,BATO,1.0,5.811923612571718e-43,-0.012684567601581832,2.753176435120817e-40,0.47440282829916053
O:AAPL260515C00100000,2026-05-15,100.0,call,AAPL,american,BATO,1.0,6.173043860059282e-41,-0.013352176422717717,2.924243335153218e-38,0.4993713982096426
O:AAPL260515C00105000,2026-05-15,105.0,call,AAPL,american,BATO,1.0,4.6637413386473806e-39,-0.014019785243853602,2.2092690147008254e-36,0.5243399681201247
O:AAPL260515C00110000,2026-05-15,110.0,call,AAPL,american,BATO,1.0,2.6003127517534904e-37,-0.014687394064989487,1.2317986727468425e-34,0.549308538030607
O:AAPL260515C00115000,2026-05-15,115.0,call,AAPL,american,BATO,1.0,1.1041911175238157e-35,-0.015355002886125374,5.230682932687592e-33,0.574277107941089
O:AAPL260515C00120000,2026-05-15,120.0,call,AAPL,american,BATO,1.0,3.6690534311822003e-34,-0.01602261170726126,1.7380736773758414e-31,0.5992456778515711
O:AAPL260515C00125000,2026-05-15,125.0,call,AAPL,american,BATO,1.0,9.766562939773164e-33,-0.016690220528397144,4.626535503622977e-30,0.6242142477620533
O:AAPL260515C00130000,2026-05-15,130.0,call,AAPL,american,BATO,1.0,2.125595275288231e-31,-0.017357829349533033,1.0069194319534752e-28,0.6491828176725353
O:AAPL260515C00135000,2026-05-15,135.0,call,AAPL,american,BATO,1.0,3.85071338688678e-30,-0.018025438170668918,1.8241281307016024e-27,0.6741513875830175
O:AAPL260515C00140000,2026-05-15,140.0,call,AAPL,american,BATO,1.0,5.898787054879789e-29,-0.018693046991804803,2.794324667337557e-26,0.6991199574934996
O:AAPL260515C00145000,2026-05-15,145.0,call,AAPL,american,BATO,1.0,7.748045018520469e-28,-0.019360655812940688,3.670339871140651e-25,0.7240885274039819
O:AAPL260515C00150000,2026-05-15,150.0,call,AAPL,american,BATO,1.0,8.834845674195635e-27,-0.020028264634076573,4.1851700985040006e-24,0.7490570973144639
O:AAPL260515C00155000,2026-05-15,155.0,call,AAPL,american,BATO,1.0,8.84240068409439e-26,-0.02069587345521246,4.1887489953730795e-23,0.7740256672249461
O:AAPL260515C00160000,2026-05-15,160.0,call,AAPL,american,BATO,1.0,7.8449345200360325e-25,-0.021363482276348347,3.7162375652889776e-22,0.7989942371354282
O:AAPL260515C00165000,2026-05-15,165.0,call,AAPL,american,BATO,1.0,6.2244750026140285e-24,-0.02203109109748423,2.9486068710756063e-21,0.8239628070459102
O:AAPL260515C00170000,2026-05-15,170.0,call,AAPL,american,BATO,1.0,4.452208571015652e-23,-0.02269869991862012,2.1090634597207482e-20,0.8489313769563924
O:AAPL260515C00175000,2026-05-15,175.0,call,AAPL,american,BATO,1.0,2.8916042071014825e-22,-0.023366308739756005,1.369786854298539e-19,0.8738999468668744
O:AAPL260515C00180000,2026-05-15,180.0,call,AAPL,american,BATO,1.0,1.7164470763593652e-21,-0.02403391756089189,8.131011275754807e-19,0.8988685167773567
O:AAPL260515C00185000,2026-05-15,185.0,call,AAPL,american,BATO,1.0,9.367610613420953e-21,-0.024701526382027775,4.437547103762794e-18,0.9238370866878388
O:AAPL260515C00190000,2026-05-15,190.0,call,AAPL,american,BATO,1.0,4.7258871620632264e-20,-0.025369135203163664,2.238708220715093e-17,0.9488056565983211
O:AAPL260515C00195000,2026-05-15,195.0,call,AAPL,american,BATO,1.0,2.2148253309566363e-19,-0.026036744024299553,1.0491887566981042e-16,0.9737742265088031
O:AAPL260515C00200000,2026-05-15,200.0,call,AAPL,american,BATO,1.0,9.686372786795855e-19,-0.02670435284543546,4.588548486892699e-16,0.9987427964192852
O:AAPL260515C00210000,2026-05-15,210.0,call,AAPL,american,BATO,0.9999999999999998,1.5302506087886775e-17,-0.028039570487707586,7.248976753295694e-15,1.0486799362402488
O:AAPL260515C00220000,2026-05-15,220.0,call,AAPL,american,BATO,0.9999999999999977,1.918856649931652e-16,-0.029374788129983745,9.089849184423548e-14,1.0986170760612055
O:AAPL260515C00230000,2026-05-15,230.0,call,AAPL,american,BATO,0.9999999999999748,1.958214390547575e-15,-0.030710005772299327,9.276291421497978e-13,1.1485542158820896
O:AAPL260515C00240000,2026-05-15,240.0,call,AAPL,american,BATO,0.9999999999997777,1.661598825452038e-14,-0.032045223414933925,7.871188673167591e-12,1.198491355702363
O:AAPL260515C00250000,2026-05-15,250.0,call,AAPL,american,BATO,0.9999999999983414,1.194193264880966e-13,-0.03338044105974522,5.657033669090908e-11,1.2484284955182867
O:AAPL260515C00260000,2026-05-15,260.0,call,AAPL,american,BATO,0.9999999999893474,7.387195253131655e-13,-0.034715658717282695,3.499401101653323e-10,1.298365635307664
O:AAPL260515C00270000,2026-05-15,270.0,call,AAPL,american,BATO,0.9999999999402869,3.988666239145625e-12,-0.03605087643948677,1.889478016095002e-09,1.3483027749561858
O:AAPL260515C00280000,2026-05-15,280.0,call,AAPL,american,BATO,0.9999999997042331,1.9030834538110225e-11,-0.03738609445085724,9.015129702956309e-09,1.398239913946743
O:AAPL260515C00290000,2026-05-15,290.0,call,AAPL,american,BATO,0.9999999986913684,8.111005832495194e-11,-0.038721313612682925,3.842278669122428e-08,1.448177050201432
O:AAPL260515C00300000,2026-05-15,300.0,call,AAPL,american,BATO,0.9999999947777682,3.117756230451439e-10,-0.04005653688663479,1.4769177223118718e-07,1.4981141762300467
O:AAPL260515C00310000,2026-05-15,310.0,call,AAPL,american,BATO,0.9999999810423907,1.0900842602616149e-09,-0.04139177348005168,5.16385709398611e-07,1.548051267598401
O:AAPL260515C00320000,2026-05-15,320.0,call,AAPL,american,BATO,0.9999999369163054,3.4932403870503485e-09,-0.042727049471121485,1.654788974692613e-06,1.5979882516061377
O:AAPL260515C00330000,2026-05-15,330.0,call,AAPL,american,BATO,0.9999998062563639,1.0330017198176048e-08,-0.044062432614120225,4.893450399604699e-06,1.6479249295753882
O:AAPL260515C00340000,2026-05-15,340.0,call,AAPL,american,BATO,0.9999994474347437,2.8361563266612553e-08,-0.045398085373308666,1.3435205424916843e-05,1.6978607996701882
O:AAPL260515C00350000,2026-05-15,350.0,call,AAPL,american,BATO,0.9999985283954952,7.269507862432629e-08,-0.04673436923968264,3.4436512032750055e-05,1.7477946836848728
O:AAPL260515C00360000,2026-05-15,360.0,call,AAPL,american,BATO,0.9999963218901149,1.748171070632738e-07,-0.04807203419720983,8.281291560362178e-05,1.7977239973987331
O:AAPL260515C00370000,2026-05-15,370.0,call,AAPL,american,BATO,0.9999913332598064,3.9620694753055234e-07,-0.04941253731588099,0.0001876878816873483,1.847643421311391
O:AAPL260515C00380000,2026-05-15,380.0,call,AAPL,american,BATO,0.9999806680197436,8.497578382730728e-07,-0.05075853945790175,0.0004025402623723422,1.8975426365376016
O:AAPL260515C00390000,2026-05-15,390.0,call,AAPL,american,BATO,0.9999590249526384,1.7310908289489533e-06,-0.05211462320710035,0.000820038045064242,1.9474027097402657
O:AAPL260515C00400000,2026-05-15,400.0,call,AAPL,american,BATO,0.9999171911013781,3.3610221655812267e-06,-0.05348825264938727,0.0015921556512168945,1.9971906719116874
O:AAPL260515C00410000,2026-05-15,410.0,call,AAPL,american,BATO,0.9998399281241173,6.238769543586075e-06,-0.054890953095509475,0.002955378362922123,2.0468518750282017
O:AAPL260515C00420000,2026-05-15,420.0,call,AAPL,american,BATO,0.9997031840687932,1.1102966958117116e-05,-0.05633962743142983,0.005259605773704736,2.0962998615037334
O:AAPL260515C00430000,2026-05-15,430.0,call,AAPL,american,BATO,0.9994706455990685,1.8994468212196798e-05,-0.057857852934271356,0.008997902547506398,2.1454037628497113
O:AAPL260515C00440000,2026-05-15,440.0,call,AAPL,american,BATO,0.9990897606168809,3.1311787311748516e-05,-0.05947693176377272,0.014832761184566794,2.1939736494566433
O:AAPL260515C00450000,2026-05-15,450.0,call,AAPL,american,BATO,0.9984874985673373,4.984757453430642e-05,-0.06123641774568762,0.02361338116332434,2.2417447443058913
O:AAPL260515P00005000,2026-05-15,5.0,put,AAPL,american,BATO,-1.9442658218819536e-247,6.62398422333181e-248,-1.705192941182931e-246,3.1378590783335357e-245,-6.712894245534587e-247
O:AAPL260515P00010000,2026-05-15,10.0,put,AAPL,american,BATO,-1.904315048963211e-183,5.578488397878926e-184,-1.433577287425829e-182,2.6425954338789267e-181,-6.579655744745632e-183
O:AAPL260515P00015000,2026-05-15,15.0,put,AAPL,american,BATO,-1.7428513773029068e-150,4.618786644612992e-151,-1.1854065797399423e-149,2.1879734484625105e-148,-6.025011509533915e-150
O:AAPL260515P00020000,2026-05-15,20.0,put,AAPL,american,BATO,-4.2367608989261715e-129,1.0388722840100073e-129,-2.663309431381184e-128,4.921259951265745e-127,-1.4653082966613847e-128
O:AAPL260515P00025000,2026-05-15,25.0,put,AAPL,american,BATO,-1.1794767888291314e-113,2.710946036167308e-114,-6.943051192627965e-113,1.2842069581773804e-111,-4.080947580868483e-113
O:AAPL260515P00030000,2026-05-15,30.0,put,AAPL,american,BATO,-8.902363014801848e-102,1.93443837345265e-102,-4.9497967200905596e-101,9.163661637711449e-100,-3.081340007179151e-101
O:AAPL260515P00035000,2026-05-15,35.0,put,AAPL,american,BATO,-2.964847324212388e-92,6.127984127615517e-93,-1.5666655360081795e-91,2.9028980109874504e-90,-1.0265723201578898e-91
O:AAPL260515P00040000,2026-05-15,40.0,put,AAPL,american,BATO,-2.166131193085569e-84,4.278151565752384e-85,-1.0928438309443192e-83,2.026610613261797e-82,-7.502700411007543e-84
O:AAPL260515P00045000,2026-05-15,45.0,put,AAPL,american,BATO,-9.44682805258588e-78,1.7892397439774898e-78,-4.566954486966225e-77,8.47583868660084e-76,-3.2730976321725567e-77
O:AAPL260515P00050000,2026-05-15,50.0,put,AAPL,american,BATO,-4.775751556532175e-72,8.699332434011652e-73,-2.2187595507400776e-71,4.1209758859864144e-70,-1.655199996617224e-71
O:AAPL260515P00060000,2026-05-15,60.0,put,AAPL,american,BATO,-1.0561938130332198e-62,1.7915555430407343e-63,-4.562558584459018e-62,8.486808898589877e-61,-3.662811144021897e-62
O:AAPL260515P00070000,2026-05-15,70.0,put,AAPL,american,BATO,-2.542317296770008e-55,4.0431139788021383e-56,-1.0281750710286054e-54,1.9152705494730473e-53,-8.821739081045082e-55
O:AAPL260515P00080000,2026-05-15,80.0,put,AAPL,american,BATO,-2.5995915243066183e-49,3.895817053347352e-50,-9.89312545482258e-49,1.845494266926825e-47,-9.02563610895647e-49
O:AAPL260515P00085000,2026-05-15,85.0,put,AAPL,american,BATO,-1.060734503999099e-46,1.5455007444372032e-47,-3.921916964437324e-46,7.321218435910201e-45,-3.683852983595158e-46
O:AAPL260515P00090000,2026-05-15,90.0,put,AAPL,american,BATO,-2.6285457589551206e-44,3.7267073197283735e-45,-9.450383114403338e-44,1.765385001116411e-42,-9.131318885063149e-44
O:AAPL260515P00095000,2026-05-15,95.0,put,AAPL,american,BATO,-4.2094426629154886e-42,5.811923612571718e-43,-1.4727845635766758e-41,2.753176435120817e-40,-1.4627315360311836e-41
O:AAPL260515P00100000,2026-05-15,100.0,put,AAPL,american,BATO,-4.587903680250471e-40,6.173043860059282e-41,-1.5631969203534558e-39,2.924243335153218e-38,-1.594689872335225e-39
O:AAPL260515P00105000,2026-05-15,105.0,put,AAPL,american,BATO,-3.5545520955671637e-38,4.6637413386473806e-39,-1.1801662591910944e-37,2.2092690147008254e-36,-1.2358585353883715e-37
O:AAPL260515P00110000,2026-05-15,110.0,put,AAPL,american,BATO,-2.031245750875155e-36,2.6003127517534904e-37,-6.575484862847768e-36,1.2317986727468425e-34,-7.06428865237322e-36
O:AAPL260515P00115000,2026-05-15,115.0,put,AAPL,american,BATO,-8.835702355513283e-35,1.1041911175238157e-35,-2.7902211063912806e-34,5.230682932687592e-33,-3.0737561946723127e-34
O:AAPL260515P00120000,2026-05-15,120.0,put,AAPL,american,BATO,-3.0061052997669547e-33,3.6690534311822003e-34,-9.264862708107953e-33,1.7380736773758414e-31,-1.0460568861107608e-32
O:AAPL260515P00125000,2026-05-15,125.0,put,AAPL,american,BATO,-8.18947906451087e-32,9.766562939773164e-33,-2.4644238636178414e-31,4.626535503622977e-30,-2.850563203593284e-31
O:AAPL260515P00130000,2026-05-15,130.0,put,AAPL,american,BATO,-1.8234182266274307e-30,2.125595275288231e-31,-5.3597036283127395e-30,1.0069194319534752e-28,-6.348696783815865e-30
O:AAPL260515P00135000,2026-05-15,135.0,put,AAPL,american,BATO,-3.378151172318018e-29,3.85071338688678e-30,-9.70254193327661e-29,1.8241281307016024e-27,-1.1765272156773074e-28
O:AAPL260515P00140000,2026-05-15,140.0,put,AAPL,american,BATO,-5.290375744576458e-28,5.898787054879789e-29,-1.485212256901148e-27,2.794324667337557e-26,-1.843040240389969e-27
O:AAPL260515P00145000,2026-05-15,145.0,put,AAPL,american,BATO,-7.101779059674912e-27,7.748045018520469e-28,-1.9493800280854134e-26,3.670339871140651e-25,-2.4748093142584825e-26
O:AAPL260515P00150000,2026-05-15,150.0,put,AAPL,american,BATO,-8.273724092308839e-26,8.834845674195635e-27,-2.2211545599492756e-25,4.1851700985040006e-24,-2.8840505736523225e-25
O:AAPL260515P00155000,2026-05-15,155.0,put,AAPL,american,BATO,-8.458331992667934e-25,8.84240068409439e-26,-2.2213760007703926e-24,4.1887489953730795e-23,-2.949272248394216e-24
O:AAPL260515P00160000,2026-05-15,160.0,put,AAPL,american,BATO,-7.663206973839624e-24,7.8449345200360325e-25,-1.9692900802657873e-23,3.7162375652889776e-22,-2.6728224821855146e-23
O:AAPL260515P00165000,2026-05-15,165.0,put,AAPL,american,BATO,-6.207732215894745e-23,6.2244750026140285e-24,-1.5613050862903318e-22,2.9486068710756063e-21,-2.16582397578229e-22
O:AAPL260515P00170000,2026-05-15,170.0,put,AAPL,american,BATO,-4.532361598409331e-22,4.452208571015652e-23,-1.1158895179011862e-21,2.1090634597207482e-20,-1.581782000099501e-21
O:AAPL260515P00175000,2026-05-15,175.0,put,AAPL,american,BATO,-3.004162376543187e-21,2.8916042071014825e-22,-7.241706972374971e-21,1.369786854298539e-19,-1.0487662941187468e-20
O:AAPL260515P00180000,2026-05-15,180.0,put,AAPL,american,BATO,-1.8195902490832296e-20,1.7164470763593652e-21,-4.295210522036307e-20,8.131011275754807e-19,-6.354239449181229e-20
O:AAPL260515P00185000,2026-05-15,185.0,put,AAPL,american,BATO,-1.01311733604767e-19,9.367610613420953e-21,-2.342233137583582e-19,4.437547103762794e-18,-3.5390432249430266e-19
O:AAPL260515P00190000,2026-05-15,190.0,put,AAPL,american,BATO,-5.213587773593407e-19,4.7258871620632264e-20,-1.18066580970278e-18,2.238708220715093e-17,-1.821799219896331e-18
O:AAPL260515P00195000,2026-05-15,195.0,put,AAPL,american,BATO,-2.492040938160925e-18,2.2148253309566363e-19,-5.528665821215748e-18,1.0491887566981042e-16,-8.710805655752786e-18
O:AAPL260515P00200000,2026-05-15,200.0,put,AAPL,american,BATO,-1.1114349717796248e-17,9.686372786795855e-19,-2.4158718935805118e-17,4.588548486892699e-16,-3.886227648789027e-17
O:AAPL260515P00210000,2026-05-15,210.0,put,AAPL,american,BATO,-1.8253770570298114e-16,1.5302506087886775e-17,-3.8099740980903674e-16,7.248976753295694e-15,-6.386812923414398e-16
O:AAPL260515P00220000,2026-05-15,220.0,put,AAPL,american,BATO,-2.378654586421133e-15,1.918856649931652e-16,-4.7689690115400995e-15,9.089849184423548e-14,-8.32833247939089e-15
O:AAPL260515P00230000,2026-05-15,230.0,put,AAPL,american,BATO,-2.5217976529963446e-14,1.958214390547575e-15,-4.857787410556142e-14,9.276291421497978e-13,-8.835684270909664e-14
O:AAPL260515P00240000,2026-05-15,240.0,put,AAPL,american,BATO,-2.2224269289207785e-13,1.661598825452038e-14,-4.1140773846493417e-13,7.871188673167591e-12,-7.792369285321349e-13
O:AAPL260515P00250000,2026-05-15,250.0,put,AAPL,american,BATO,-1.6586048535825305e-12,1.194193264880966e-13,-2.9509267262521684e-12,5.657033669090908e-11,-5.8197785880375746e-12
O:AAPL260515P00260000,2026-05-15,260.0,put,AAPL,american,BATO,-1.0652564443394485e-11,7.387195253131655e-13,-1.8216632296163566e-11,3.499401101653323e-10,-3.740668648737056e-11
O:AAPL260515P00270000,2026-05-15,270.0,put,AAPL,american,BATO,-5.971313075068998e-11,3.988666239145625e-12,-9.814893593049896e-11,1.889478016095002e-09,-2.098491196442481e-10
O:AAPL260515P00280000,2026-05-15,280.0,put,AAPL,american,BATO,-2.9576684101591494e-10,1.9030834538110225e-11,-4.672476377386073e-10,9.015129702956309e-09,-1.0402564579429747e-09
O:AAPL260515P00290000,2026-05-15,290.0,put,AAPL,american,BATO,-1.308631621584684e-09,8.111005832495194e-11,-1.9868015514318574e-09,3.842278669122428e-08,-4.606531904197557e-09
O:AAPL260515P00300000,2026-05-15,300.0,put,AAPL,american,BATO,-5.222231763718575e-09,3.117756230451439e-10,-7.618481641492667e-09,1.4769177223118718e-07,-1.8398881138023615e-08
O:AAPL260515P00310000,2026-05-15,310.0,put,AAPL,american,BATO,-1.8957609294201196e-08,1.0900842602616149e-09,-2.6569626757592593e-08,5.16385709398611e-07,-6.685149109726986e-08
O:AAPL260515P00320000,2026-05-15,320.0,put,AAPL,american,BATO,-6.308369454950534e-08,3.4932403870503485e-09,-8.49184247978659e-08,1.654788974692613e-06,-2.2266471844432272e-07
O:AAPL260515P00330000,2026-05-15,330.0,put,AAPL,american,BATO,-1.9374363613639985e-07,1.0330017198176048e-08,-2.504191517560767e-07,4.893450399604699e-06,-6.84516432185609e-07
O:AAPL260515P00340000,2026-05-15,340.0,put,AAPL,american,BATO,-5.525652563332044e-07,2.8361563266612553e-08,-6.855360684310726e-07,1.3435205424916843e-05,-1.9542425964779966e-06
O:AAPL260515P00350000,2026-05-15,350.0,put,AAPL,american,BATO,-1.4716045047594445e-06,7.269507862432629e-08,-1.7517601706285317e-06,3.4436512032750055e-05,-5.210048876150205e-06
O:AAPL260515P00360000,2026-05-15,360.0,put,AAPL,american,BATO,-3.678109885072313e-06,1.748171070632738e-07,-4.1990754260539845e-06,8.281291560362178e-05,-1.3036155979820672e-05
O:AAPL260515P00370000,2026-05-15,370.0,put,AAPL,american,BATO,-8.666740193578061e-06,3.9620694753055234e-07,-9.484551825434945e-06,0.0001876878816873483,-3.07520642864532e-05
